sensor,file_name,stripe_count,area_ratio,aspect_ratio,curvature,mean_snr,mean_contrast,norm_spacing
SAR,s1a-iw-grd-vv-20190110t114354-20190110t114419-025415-02d0a8-001.png,2,0.0045550357198500535,9.11493610276735,0.06288709131870437,1.0754787628883535,0.0940883606702278,0.0135828892547029
SAR,s1a-iw-grd-vv-20190110t114354-20190110t114419-025415-02d0a8-001.png,22,0.4597945319968417,1.9469655192430129,0.07680301423881469,1.219653752948707,0.11105300127306021,0.016161868070967436
SAR,s1a-iw-grd-vv-20190110t114354-20190110t114419-025415-02d0a8-001.png,1,0.0014357083883092953,16.18781480511385,0.06085350841198194,0.7258517994804163,0.06627833540253356,0.0
SAR,509.png,5,0.018391855513857802,2.060625912430609,0.04424493029442471,0.4552272339298198,0.056440874600578415,0.020654759064250735
SAR,509.png,1,0.0008937054110501746,48.47607164929671,0.0202078013559919,0.466412095728281,0.05618306397158252,0.0
SAR,509.png,2,0.008082056391624404,2.429729491669349,0.07052418799571672,0.7239449725258467,0.08589178692553291,0.03901512613541385
SAR,509.png,15,0.3258499046111929,2.1255488301136953,0.043991090472289246,0.5219527203242943,0.06607801187855564,0.017843673709444046
SAR,s1a-iw-grd-vv-20180208t114322-20180208t114347-020515-023178-001.png,9,0.08414360941710086,6.086953073615708,0.04027196269164014,1.168762071253448,0.1356404463861155,0.01503570286391869
SAR,s1a-iw-grd-vv-20180208t114322-20180208t114347-020515-023178-001.png,7,0.07751655100704102,6.0534925954351815,0.024425422375186048,0.539329005389199,0.04997359816445627,0.03042080861001027
SAR,s1a-iw-grd-vv-20160228t215627-20160228t215652-010152-00ef93-001.png,1,0.0006932017094873899,26.783129460298582,0.033694591401715546,0.5031834517849789,0.05602191967454915,0.0
SAR,s1a-iw-grd-vv-20160228t215627-20160228t215652-010152-00ef93-001.png,8,0.07763462912683261,3.1075037970313923,0.04085064115554757,0.5647589738780527,0.0695815727663365,0.019278474802792666
SAR,s1a-iw-grd-vv-20160228t215627-20160228t215652-010152-00ef93-001.png,7,0.031155310470960096,2.755138461373562,0.07201412370410994,0.6783700948498202,0.07756810671809333,0.022025458357237758
SAR,s1a-iw-grd-vv-20160228t215627-20160228t215652-010152-00ef93-001.png,1,0.0005137386857510806,26.495681140393003,0.03131567885666247,0.38649112265146685,0.06089785211670767,0.0
SAR,s1a-iw-grd-vv-20180220t114322-20180220t114347-020690-023709-001.png,44,0.6013551476746102,1.8484865141944424,0.044437758560454524,1.1657998886072034,0.16870730872386835,0.008503138959416621
SAR,s1a-iw-grd-vv-20200428t231116-20200428t231141-032334-03bdff-001.png,18,0.16816503173575814,5.054598885779328,0.048173096628491625,0.9812590032873287,0.11052406552806354,0.016586575253679788
SAR,s1a-iw-grd-vv-20190309t120019-20190309t120044-026261-02ef28-001.png,1,0.00162792176093135,4.5184509036832,0.22131466355503696,0.7884764683574742,0.1422912394633367,0.0
SAR,s1a-iw-grd-vv-20190309t120019-20190309t120044-026261-02ef28-001.png,1,0.0014848322712491813,11.140147287783796,0.0875180167195157,1.082336864837207,0.28326953645236647,0.0
SAR,s1a-iw-grd-vv-20190309t120019-20190309t120044-026261-02ef28-001.png,1,0.00039801278643217253,26.713528625793703,0.03668490447573774,0.2763433622974459,0.045802523474373365,0.0
SAR,s1a-iw-grd-vv-20190309t120019-20190309t120044-026261-02ef28-001.png,2,0.0018740303074973458,7.201707514902141,0.0327119575071728,0.6068365370560048,0.11109340050799053,0.009244974164291408
SAR,s1a-iw-grd-vv-20190309t120019-20190309t120044-026261-02ef28-001.png,2,0.03160915440458911,8.749280420052342,0.09833872314481923,0.61418228552082,0.07421321251999166,0.05910822057270419
SAR,s1a-iw-grd-vv-20190309t120019-20190309t120044-026261-02ef28-001.png,8,0.0721328050814849,4.194369784375,0.05619787831783761,0.9255892779845412,0.13184344122896452,0.011153767132075982
SAR,s1a-iw-grd-vv-20190309t120019-20190309t120044-026261-02ef28-001.png,1,0.0004555813032123407,29.259831448794138,0.02260695378451853,1.2109135782870153,0.13989140911497955,0.0
SAR,s1a-iw-grd-vv-20190309t120019-20190309t120044-026261-02ef28-001.png,1,0.0002847956395116147,27.101827740609288,0.029760434675228452,0.7036020905758062,0.12566755925210546,0.0
SAR,275.png,10,0.41804580287913495,3.446791910801934,0.06163887251338509,0.6532098400323062,0.11672592076254684,0.026513961619355077
SAR,s1a-iw-grd-vv-20181228t231854-20181228t231919-025232-02ca20-001.png,2,0.027985739826192457,9.005081359720416,0.07368603589750318,0.7402234854487841,0.0663496522761811,0.1859808540593835
SAR,s1a-iw-grd-vv-20181228t231854-20181228t231919-025232-02ca20-001.png,11,0.23437990416905752,4.14864642206467,0.09052004049735708,1.0061909464171024,0.11019641930403999,0.013676381032902803
SAR,s1a-iw-grd-vv-20181228t231854-20181228t231919-025232-02ca20-001.png,5,0.012961384276901633,2.8165662199190065,0.0575576198176966,0.9925419683592887,0.1100279495734651,0.01977188710587123
SAR,s1a-iw-grd-vv-20181228t231854-20181228t231919-025232-02ca20-001.png,2,0.007222563837768425,4.228515326696174,0.03759435259693228,1.3398193231952815,0.11154168647419932,0.031173058038294538
SAR,307.png,25,0.46670457426921175,2.9933199721034405,0.07519307328313787,0.7559796318534668,0.11511914231571012,0.024350381228764297
SAR,307.png,1,0.0002554597239751849,25.571971630822045,0.03417760146475434,0.31604548609621763,0.03821035213751615,0.0
SAR,307.png,1,0.00031454079598319806,13.280349593927363,0.0713375796178344,0.611776222887724,0.07722917907954796,0.0
SAR,360.png,1,0.022586882966051602,17.344061155891392,0.05626043730799003,0.7238861640652376,0.0851399393005093,0.0
