FileName,ClusterID,StripeCount,Center_Lon,Center_Lat,OBB_P1_Lon,OBB_P1_Lat,OBB_P2_Lon,OBB_P2_Lat,OBB_P3_Lon,OBB_P3_Lat,OBB_P4_Lon,OBB_P4_Lat
MODIS_TrueColor_2000-04-25_1Terra,3,8,117.01298565489425,21.27813883422298,116.77581107351176,20.873548318159486,117.19076358482363,21.8659073987708,117.31138143314455,21.81550946798918,116.89642892183268,20.823150521391035
MODIS_TrueColor_2000-04-25_1Terra,4,2,117.59406186096805,21.042620550880322,117.46385447848051,20.565494120591822,117.63255086733948,21.521075698948852,117.82351366514175,21.487389210459348,117.65481727628278,20.531807498089144
MODIS_TrueColor_2000-04-25_1Terra,5,2,118.11732079575296,20.31204708511389,118.06481263995552,20.47047771099562,118.09204370411767,20.477676362432373,118.17944909226098,20.147297982988967,118.15221802809883,20.140099331552214
MODIS_TrueColor_2000-04-25_1Terra,6,6,119.63076913433771,20.158406037380114,119.500909143376,20.34510249393281,119.63747952609424,20.37295257485805,119.74950119563377,19.824034630764274,119.61293081291554,19.79618454983903
MODIS_TrueColor_2000-06-03_1Terra,1,2,115.85248833073409,22.11807303877367,115.76723986428642,22.019706809178896,115.87478165375485,22.26286385607569,115.9527055049653,22.22842629077523,115.84516371549688,21.98526931088502
MODIS_TrueColor_2000-06-03_1Terra,2,3,117.41976348606457,21.514416042654958,116.98552512418047,21.035399105804693,117.77846282425433,22.19690940850054,117.98351091412599,22.05703322937727,117.19057321405211,20.895522993688008
MODIS_TrueColor_2000-06-03_1Terra,6,2,116.04112814664092,21.276240923544208,116.01110723574858,21.392132649262603,116.0528568865812,21.396366393327497,116.07696211630063,21.158846275391507,116.03521246546802,21.154612531326613
MODIS_TrueColor_2000-06-03_1Terra,10,8,114.86945708878825,20.607547902893952,114.10916661716922,20.488782301852034,115.17198746339994,21.139242560865647,115.53875230613995,20.540420256495153,114.47593132584531,19.889959997481544
MODIS_TrueColor_2000-06-03_1Terra,11,5,115.76180924928454,20.74491467064734,115.56911563981316,20.49942375162467,115.80677719225176,20.974566909611173,115.93241707515082,20.911770482385773,115.69475552271223,20.436627324399268
MODIS_TrueColor_2000-06-26_1Terra,3,2,117.40283171292955,21.838238456515658,117.12951514068656,21.733963392169976,117.54707492718465,22.188261940683514,117.68071520878863,22.065521891587913,117.26315542229054,21.61122327606779
MODIS_TrueColor_2000-06-26_1Terra,4,17,116.6240553495401,21.275064580733613,116.10592180069372,20.794076096145176,116.49854730616882,21.90470233528543,117.29269077717157,21.624171360521515,116.90006580795216,20.51354525539443
MODIS_TrueColor_2000-06-26_1Terra,7,2,115.0334775851067,20.729431048023503,114.88991133745537,20.509730972551463,115.21351429999153,21.04198250277823,115.22787469123215,21.033258245414824,114.90427172869599,20.50100671518806
MODIS_TrueColor_2000-06-28_1Terra,0,2,116.68783731849972,21.733331290991345,116.61794195525079,21.67368654655271,116.7383576351749,21.80873563830115,116.7578628635477,21.791357078449053,116.63744718362356,21.65630798670061
MODIS_TrueColor_2000-06-28_1Terra,1,4,116.49677438296744,21.30219825710809,116.4104410318329,21.034897896549097,116.55212568510873,21.673574109503125,116.61508961121221,21.65961663785338,116.4734049579364,21.02094042489935
MODIS_TrueColor_2000-06-28_1Terra,2,3,117.14926957877333,21.22549008906396,116.79633465144823,21.12552591088229,117.1618325901102,21.65951317968618,117.42428148951151,21.480010847361697,117.05878355084954,20.946023578557806
MODIS_TrueColor_2000-06-28_1Terra,3,2,115.15168230989045,20.928560194602305,115.07684417371414,20.831274667779425,115.21845375119275,21.032549717785326,115.23012964642714,21.024341009086697,115.08852006894854,20.82306582506763
MODIS_TrueColor_2000-06-28_1Terra,4,2,116.3694957047877,20.821999355919104,116.22988481203637,20.74138587009165,116.50942310790715,20.94373329348345,116.53191045419655,20.912690616810615,116.25237215832577,20.710343059405645
MODIS_TrueColor_2000-06-28_1Terra,5,2,116.9283434956365,20.657161671395837,116.89726655322734,20.553818089147214,116.90063531149963,20.765978090855537,116.95971674637559,20.7650405347186,116.9563479881033,20.552880533010278
MODIS_TrueColor_2000-06-28_1Terra,7,2,117.74325392312686,20.307302524797116,117.67005873562931,20.198580802731733,117.75219487531935,20.454020089647383,117.81220403254663,20.43473881080841,117.7300678928566,20.17929952389276
MODIS_TrueColor_2000-07-03_1Terra,1,6,117.00758683578611,21.050677272805594,116.30473672250139,20.858642033266527,116.89103124014059,21.665596037469975,117.5663522468873,21.175311133450922,116.98005799737595,20.368356995234304
MODIS_TrueColor_2000-07-03_1Terra,3,2,116.00476024575836,21.305422385866482,115.94075826434953,21.46187404099405,116.03960574024447,21.470789133111456,116.06596378013613,21.178764786853566,115.96711630424119,21.16984969473616
MODIS_TrueColor_2000-07-23_1Terra,3,12,116.66732855148075,20.821910208343223,116.41486058313839,20.248576559990347,116.89955582878679,21.61306528708868,116.99728199402472,21.57837691614067,116.51258674837632,20.213888055029166
MODIS_TrueColor_2000-07-26_1Terra,0,4,116.22131737793521,21.26646485052369,116.12880222240712,21.008490065358803,116.27533087337055,21.55318793473102,116.33798752496114,21.5363454275587,116.1914588739977,20.991647558186482
MODIS_TrueColor_2000-08-20_1Terra,1,2,117.61947168622666,21.540626965345833,117.49494443861964,21.338777047820304,117.71679127437439,21.77571573131895,117.76386165420693,21.751834852461133,117.5420148184522,21.314896168962484
MODIS_TrueColor_2000-08-20_1Terra,2,4,116.27520885599091,21.374015584835067,116.14753872824197,21.053847760818797,116.21536005842542,21.59621246090228,116.38702515880864,21.574762312920917,116.31920382862519,21.03239761283744
MODIS_TrueColor_2000-09-14_1Terra,0,5,117.22877227350884,21.260419759223613,116.8663219183814,20.667047424591587,116.95977627075766,21.937542664619908,117.48490573202028,21.898944727465096,117.39145137964402,20.628449487436775
MODIS_TrueColor_2000-09-16_1Terra,2,8,117.06589543840389,21.195781109107305,116.3801833405315,20.47838421999602,116.77083462066763,21.879601668554777,117.55831538279519,21.660222779421037,117.16766383453121,20.25900546487545
MODIS_TrueColor_2000-09-16_1Terra,4,5,115.98881609304264,21.377868169522092,115.8569187084462,21.251087808290833,115.97717833796325,21.503537261385013,116.0896386646608,21.450005164597894,115.96937903514375,21.197555711503714
MODIS_TrueColor_2000-09-16_1Terra,5,2,115.22226107784695,20.529479457277553,114.88547730724613,20.087325481280644,115.5202667679701,21.07757345242582,115.60909162493651,21.020676284941388,114.97430216421256,20.030428313796214
MODIS_TrueColor_2000-09-16_1Terra,6,2,115.92083886412681,20.809450061625967,115.86326583084524,20.93160228732688,115.96270265174834,20.935069476059688,115.97151494157458,20.68254256335328,115.87207812067147,20.67907537462047
MODIS_TrueColor_2000-09-16_1Terra,7,2,115.84020589518613,19.205722438422477,115.7691805736445,19.38444061031634,115.84155900471904,19.400682470460964,115.9353694308764,18.98295805921632,115.86299099980185,18.966716199071694
MODIS_TrueColor_2000-09-30_1Terra,2,3,117.19713249692883,20.99375624190163,117.11697480127278,20.680423011057435,117.12225584735133,21.366732731123463,117.29600590987441,21.365396753832282,117.29072486379586,20.679086899753088
MODIS_TrueColor_2000-09-30_1Terra,5,2,115.66477016200615,20.898893094554072,115.53441024378232,20.856000633686918,115.53822463053666,20.960855218115103,115.80799771021223,20.951049206443905,115.80418332345789,20.846194622015716
MODIS_TrueColor_2000-09-30_1Terra,7,2,115.251931627585,20.295814604352042,115.17879040313923,20.06559819406384,115.28021351513443,20.627621018020175,115.36566317876023,20.612212183739928,115.26424006676504,20.05018935978359
MODIS_TrueColor_2000-09-30_1Terra,10,14,113.11450432832999,19.431230699101775,112.59835886985556,19.087717762320185,113.15250924920836,20.048507494500782,113.83784389260073,19.653529406617203,113.28369347973194,18.692739942462946
MODIS_TrueColor_2000-10-02_1Terra,0,4,117.55677235522339,21.446147558240842,117.2338597737049,20.908294984836424,117.80057479155765,22.181572338272797,117.97692247666446,22.10314247069432,117.41020745881171,20.829865117257945
MODIS_TrueColor_2000-10-02_1Terra,1,9,116.63416130303945,20.961747753125305,116.19812614104632,20.025177409771437,116.85312412948628,21.789249453325333,117.04607429089202,21.717661360112047,116.39107657057991,19.95358945057132
MODIS_TrueColor_2000-10-02_1Terra,2,2,115.96810137707651,21.297195810501492,115.93197734548141,21.21828674481515,115.99752816905473,21.377420951492407,116.00448823171249,21.374556285971668,115.93893740813915,21.21542207929441
MODIS_TrueColor_2000-10-02_1Terra,4,2,118.62230629952055,20.69410239749642,118.51673193756156,20.76321045086984,118.59354198569471,20.82410603529274,118.73245258826336,20.649024261392057,118.6556425401302,20.588128676969152
MODIS_TrueColor_2000-10-02_1Terra,5,4,115.3051053827096,20.37604497524889,115.08814147242828,20.223401113910864,115.35898277344712,20.580915016057364,115.51621079802543,20.461894167460656,115.24536949700659,20.104380265314155
MODIS_TrueColor_2000-10-02_1Terra,6,3,115.35434420781999,20.18803268952946,115.26804775032319,20.332024684730577,115.52252842636128,20.339026068781173,115.52981292371415,20.074456732623528,115.27533224767606,20.067455348572935
MODIS_TrueColor_2001-04-28_1Terra,2,6,117.3975069103457,21.067525159143432,116.94070809077583,20.048844939662704,116.99924468986626,21.823768967679218,117.83286489194087,21.796297339945898,117.77432829285044,20.021373311929384
MODIS_TrueColor_2001-04-28_1Terra,4,2,116.41335211665512,21.048045588944575,116.37347531805013,21.14582957619477,116.50956843320034,21.1528419493253,116.52055094982185,20.939861787016916,116.38445783467165,20.932849413886384
MODIS_TrueColor_2001-04-28_1Terra,5,2,116.74495055377864,20.32597058720962,116.68575443721528,20.534441660957576,116.71173602560945,20.53982470196792,116.79959615858164,20.116060049127523,116.77361457018745,20.110677008117182
MODIS_TrueColor_2001-04-30_1Terra,2,2,119.57007626398158,20.79557986085972,119.51706974498276,20.69674340291965,119.55705189704659,20.88547683041627,119.61376308175326,20.873471930652617,119.57378092968942,20.684738503155998
MODIS_TrueColor_2001-04-30_1Terra,4,7,118.99919212060423,20.234766974102236,118.9194267162106,20.02079919950934,119.03124353607485,20.45858431018936,119.09819505952197,20.441496558916043,118.98637823965771,20.003711448236025
MODIS_TrueColor_2001-05-05_1Terra,0,3,116.79599345709933,21.207522686404417,116.6776121988792,20.82357534313976,116.80297912762981,21.60458493369458,116.92935716649224,21.5843142356219,116.80398996961378,20.803304779080253
MODIS_TrueColor_2001-05-05_1Terra,1,3,116.28287980776382,21.375711990365588,116.16607628321418,21.23412991577919,116.32515170865973,21.54544170548187,116.41532203116343,21.499400944894667,116.25624660571788,21.188089155191985
MODIS_TrueColor_2001-05-05_1Terra,4,2,113.85779358292532,21.21041654468165,113.73237848518107,21.15221088130803,113.96249036182591,21.280493916132304,113.97269638020192,21.262200046329482,113.74258450355708,21.13391701150521
MODIS_TrueColor_2001-05-05_1Terra,6,2,117.34399252440741,20.769589160155743,117.23534520197842,20.490071776573245,117.31324170414845,21.08808825975286,117.44345316684237,21.071140016189453,117.36555666467234,20.47312366702301
MODIS_TrueColor_2001-05-05_1Terra,10,3,113.67928604904243,20.61185636580471,113.48390588387925,20.51276744295607,113.86594597007453,20.719440409434174,113.8720791264515,20.708112008152405,113.49003904025622,20.5014390416743
MODIS_TrueColor_2001-05-07_1Terra,0,9,116.87209807597462,21.20931374518462,116.59114659884034,21.73597399175866,117.02144299433637,21.81111785641009,117.2394250353015,20.563830481100126,116.80912863980546,20.488686616448696
MODIS_TrueColor_2001-05-07_1Terra,1,6,116.25809784748826,21.287362393611154,116.04442667893723,20.955417767757766,116.29833570640506,21.61923619152513,116.44837415088841,21.561890347947724,116.19446512342057,20.898071924180357
MODIS_TrueColor_2001-05-07_1Terra,2,4,115.83833308708857,21.265908426009418,115.74425969901387,21.16658191760023,115.91595107592612,21.453612397093295,115.97258182227861,21.419763618654986,115.80089044536636,21.132733139161918
MODIS_TrueColor_2001-05-07_1Terra,4,2,115.5883267381731,20.90885021074926,115.43816762992297,20.793461779774148,115.72153532770754,21.032767891225998,115.72991807672256,21.022849442505212,115.446550378938,20.783543197040196
MODIS_TrueColor_2001-05-07_1Terra,5,5,118.11353885099368,20.74401464853285,117.99168505967587,20.560147263137363,118.18505242801189,21.036577483608017,118.26014967545709,21.00612111455369,118.06678230712109,20.529690894083036
MODIS_TrueColor_2001-05-09_1Terra,0,11,120.01677163852749,20.748629662806703,119.80077850138898,20.33563741176595,119.9043090982632,21.2269965287562,120.20637335083337,21.19193868349865,120.10284275395915,20.300579566508397
MODIS_TrueColor_2001-05-21_1Terra,0,2,117.5158627511644,21.239255097505776,117.1941709535059,20.636210726160957,117.78722685106808,22.043636200804233,117.90663490654241,21.993358613849225,117.31357900898024,20.585933273219116
MODIS_TrueColor_2001-05-21_1Terra,1,10,116.41801911432374,21.346047776440056,115.6960487033193,21.096663628484453,115.93327106234418,21.878322780873994,116.90063531149963,21.584963663443453,116.6634132206026,20.803304511053913
MODIS_TrueColor_2001-05-21_1Terra,2,2,115.46703316590667,20.991153758406032,115.36623858112034,20.87661266330344,115.5690108018249,21.1483585387248,115.58782050656204,21.13433392647691,115.38504828585747,20.862587917042383
MODIS_TrueColor_2001-06-04_1Terra,0,3,117.52138401110149,21.429015056111943,117.26628340175603,20.919218130292283,117.72718444598775,22.06111419842843,117.8407387343019,22.015315063586637,117.37983769007018,20.87341886143732
MODIS_TrueColor_2001-06-04_1Terra,1,16,116.45944963393782,21.404288686771608,116.02798347057953,21.072324022545914,116.24410738556351,21.956333053217374,116.86549099018292,21.804531243120476,116.64936707519892,20.920522346462185
MODIS_TrueColor_2001-06-04_1Terra,2,3,115.29520957712761,21.020356385742183,115.04723267052451,20.853891266391987,115.45604451787968,21.160936344789967,115.47756338638497,21.132306843268324,115.06875153902979,20.825261764870344
MODIS_TrueColor_2001-06-04_1Terra,3,2,115.37519918024323,20.64952512192521,115.30980598124692,20.489477562177708,115.39374769386004,20.795148737557415,115.4458937338402,20.780839347323393,115.36195202122707,20.475168171943686
MODIS_TrueColor_2001-07-08_1Terra,3,2,116.05395361136753,21.957535901957563,115.91188840278527,21.86695363958856,116.14658499748946,22.074139608481214,116.18305842854477,22.03285417121633,115.94836183384058,21.825668202323673
MODIS_TrueColor_2001-07-08_1Terra,4,9,117.22845008004826,21.1482871936162,116.58682142853708,20.212332430152447,117.16367141088632,22.151084744149873,117.70894853484363,21.988967270296474,117.13209882062223,20.050215090312218
MODIS_TrueColor_2001-07-08_1Terra,5,2,116.44842349295199,21.895276617035783,116.35112552134635,21.925223503972735,116.53507516717711,21.95845474972394,116.55139128293524,21.86820545660901,116.36744163710446,21.83497421085781
MODIS_TrueColor_2001-07-08_1Terra,7,8,116.19617195180899,21.299339561834152,115.94635623754348,21.504918133088122,116.29440012586377,21.569594229035168,116.40893951588856,20.953683637338678,116.06089562756826,20.889007541391635
MODIS_TrueColor_2001-07-08_1Terra,8,2,116.13864920826954,20.442078586270437,116.10391915380295,20.249916423663457,116.11709817374877,20.65611570229285,116.18237872445211,20.653999366313087,116.16919970450628,20.24780008768369
MODIS_TrueColor_2001-07-08_1Terra,9,4,116.31260755407743,20.128836735580737,116.09430811111987,20.211637437853113,116.12746640947235,20.271951941171135,116.4674080105058,20.085207805169176,116.43424971215333,20.024893301851154
MODIS_TrueColor_2001-07-08_1Terra,11,2,116.63527260702853,19.917671158057452,116.61633881885234,20.154703818786455,116.6348584092588,20.155581337023253,116.65682344250185,19.692294592208107,116.63830385209539,19.69141707397131
MODIS_TrueColor_2001-07-10_1Terra,0,6,116.94016196136874,21.09463192150394,116.85304744492197,20.738564892864314,116.9335254820049,21.498792793129457,117.05375400869167,21.48607507731487,116.97327597160874,20.725847311062896
MODIS_TrueColor_2001-07-10_1Terra,1,2,118.17340184143038,20.425408245178033,118.13068521694548,20.468788609001635,118.20636912812039,20.482139537044212,118.22293084898655,20.388322277292676,118.14724693781164,20.3749713492501
MODIS_TrueColor_2001-07-13_1Terra,0,3,116.30395323389318,21.117558678056355,116.27023885742427,21.30391794409378,116.34491997045063,21.30391794409378,116.34491997045063,20.94821911632101,116.27023885742427,20.94821911632101
MODIS_TrueColor_2001-07-22_1Terra,0,2,117.52700606717458,21.74994773682036,117.37390080327737,21.5589908390028,117.60726641134804,22.064423921686558,117.75031798038891,21.998425115752156,117.51695237231824,21.492992033068397
MODIS_TrueColor_2001-07-22_1Terra,5,2,117.01788982719411,20.405263927933664,116.97081831176126,20.224861857463264,117.05694312130633,20.615589583648877,117.07242375069256,20.6121797525528,116.9862989411475,20.22145202636719
MODIS_TrueColor_2001-07-29_1Terra,0,7,115.08844101741501,20.348639855957682,114.60559781868979,20.355090763515133,115.15839230903526,20.705363666063178,115.44362966229839,20.255547925090877,114.89083503788899,19.90527502254283
MODIS_TrueColor_2001-07-29_1Terra,2,3,113.63094791923172,20.207612164675385,113.21728357453618,20.048841723346627,113.39299633290081,20.535246812082605,113.91817807909364,20.345669637668017,113.74246532072901,19.859264548932035
MODIS_TrueColor_2001-07-29_1Terra,3,6,113.26179367491805,19.408726548747925,113.0446727202039,19.072933965464557,113.3417874667786,19.867242352938845,113.68765583277865,19.737966816577963,113.39054115323592,18.943658429103678
